,NEname,SIG.ConflictPPS,SIG.ConflictPkg,SIG.RecvErrPPS,SIG.RecvErrPkg,SIG.RecvKB,SIG.RecvKBPS,SIG.RecvLoss,SIG.RecvLossPPS,SIG.RecvPPS,SIG.RecvPkg,SIG.SendErrPkg,SIG.SendKB,SIG.SendKBPS,SIG.SendLoss,SIG.SendLossPPS,SIG.SendPPS,SIG.SendPkg,SIG.SenderrPPS,dateTime
77,CQVOLTETAS6BZX_3-5_DRA,0.00000,0,0.00000,0,2252846,2503.16266,0,0.00000,2465805.55556,2219225000,0,1022748,1136.38625,0,0.00000,1322455.55556,1190210000,0.00000,20210426003000
78,CQVOLTETAS6BZX_3-6_DRA,0.00000,0,0.00000,0,635,0.70500,0,0.00000,11280.00000,10152000,0,0,0.00000,0,0.00000,0.00000,0,0.00000,20210426003000
79,CQVOLTETAS6BZX_4-6_CSCF,0.00000,0,0.00000,0,634,0.70458,0,0.00000,11273.33333,10146000,0,0,0.00000,0,0.00000,0.00000,0,0.00000,20210426003000
80,CQVOLTETAS3BZX_4-6_CSCF,0.00000,0,0.00000,0,58,0.06458,0,0.00000,1033.33333,930000,0,0,0.00000,0,0.00000,0.00000,0,0.00000,20210426003000
81,CQVOLTETAS3BZX_4-5_CSCF,0.00000,0,0.00000,0,154049,171.16608,0,0.00000,445732.22222,401159000,0,151552,168.39071,0,0.00000,372385.55556,335147000,0.00000,20210426003000
82,CQVOLTETAS5BZX_1-5_BOSS,0.00000,0,0.00000,0,4860,5.40006,0,0.00000,29162.22222,26246000,0,60571,67.30077,0,0.00000,76806.66667,69126000,0.00000,20210426003000
83,CQVOLTETAS5BZX_4-6_CSCF,0.00000,0,0.00000,0,563,0.62562,0,0.00000,10010.00000,9009000,0,0,0.00000,0,0.00000,0.00000,0,0.00000,20210426003000
84,CQVOLTETAS5BZX_4-5_CSCF,0.00000,0,0.00000,0,140769,156.40979,0,0.00000,431732.22222,388559000,0,144753,160.83688,0,0.00000,355323.33333,319791000,0.00000,20210426003000
85,CQVOLTETAS5BZX_1-6_BOSS,0.00000,0,0.00000,0,121,0.13421,0,0.00000,2050.00000,1845000,0,0,0.00000,0,0.00000,0.00000,0,0.00000,20210426003000
86,CQVOLTETAS7BZX_3-5_DRA,0.00000,0,0.00000,0,634,0.70444,0,0.00000,11271.11111,10144000,0,0,0.00000,0,0.00000,0.00000,0,0.00000,20210426003000
87,CQVOLTETAS7BZX_3-6_DRA,0.00000,0,0.00000,0,2241299,2490.33196,0,0.00000,2453143.33333,2207829000,0,1016744,1129.71606,0,0.00000,1315150.00000,1183635000,0.00000,20210426003000
